page_fault_rate,cpu_util,working_set,label
0.6771828139052212,0.045951864681579524,0.8827141006181718,1
0.23712581256470822,0.40321143905852097,0.33806163116984234,0
0.02123520155232661,0.3644031429817104,0.5673721142716694,0
0.3112785286137668,0.4937497245101111,0.5186773935515351,0
0.20030906475127852,0.7402352491193419,0.2037529047766783,0
0.8430662473643992,0.37838336598915345,0.47223568466442756,2
0.29439752294505184,0.4157794717873097,0.14593628309785478,0
0.3591552854550193,0.6974957292185129,0.9471466625024269,0
0.030822989459694528,0.7024307207775549,0.18367662506950333,0
0.634301035492121,0.5496511774600994,0.6427827819842371,1
0.6624258798633431,0.814076640728519,0.2683584809646786,1
0.4710382030089818,0.4553827844260956,0.6004152499789593,1
0.7113635097305648,0.3904630730547235,0.4230855945661651,2
0.3002384639918352,0.5316425206435176,0.5714453568484803,0
0.8259109720896346,0.346942901770356,0.7272614456274484,2
0.5276444184340212,0.9566836383822803,0.9269683292776376,1
0.9540743749553722,0.07745433745751651,0.9757659106561786,2
0.7743579133002191,0.5025062419832738,0.23149572596484436,2
0.6481021645038986,0.09545944772250203,0.31587501795250805,1
0.31026695391481696,0.5590408788298246,0.5090225321780215,0
0.3614460191199872,0.28591348689184504,0.7483394312985189,0
0.10990394139790893,0.8229836773912101,0.020556951659036704,0
0.31826024922238205,0.7471999824022685,0.29996151177557806,0
0.7261529702604538,0.396497410160198,0.4277265711446757,2
0.16977482909888497,0.5726305513837491,0.005377045390965618,0
0.42401864199293227,0.8177238077101798,0.10738357348830674,1
0.04963803393961608,0.6107564338181193,0.530164386571742,0
0.3640975701891104,0.009243123232588468,0.08417375530697624,0
0.23221043511359862,0.9917270525760855,0.8994537409628961,0
0.6926473866955838,0.4550037781757639,0.8501642570807398,1
0.270557027743322,0.5178068501434793,0.17497892546804583,0
0.6809794092539599,0.9426174742817213,0.32130636826204184,1
0.1129412275281253,0.7384303637118846,0.6558429850563336,0
0.03692585217951383,0.5389330945916723,0.9731570368620176,0
0.008540941209841169,0.884340685052124,0.23413197698080135,0
0.27086336612628725,0.3125714620758233,0.7013443331277449,0
0.5016125742252843,0.6383133473677716,0.20202111006864343,1
0.7457611124148766,0.21697198535767037,0.2511583273609872,2
0.19343622012497008,0.0067348063175256545,0.135731547211296,0
0.6012333654900707,0.3303156973082323,0.05424994797919003,1
0.05542626958719454,0.43443955367194687,0.39619457252254753,0
0.9440631314867008,0.7438385461643893,0.34589947244389896,2
0.40862076724587826,0.6525937629270852,0.13225893128382338,1
0.3272325570506245,0.5646988314136279,0.5435750139636605,0
0.09889976821117596,0.9694862681368605,0.36861716285829926,0
0.43658709494623615,0.7096809437527412,0.3449759336460442,1
0.47805851349395845,0.20528136583333612,0.2636482585447949,1
0.9449594341426857,0.5255486561666661,0.9829393168173345,2
0.40458043388156906,0.9623856305865008,0.2490614907459896,1
0.18139515962973807,0.9168129601463604,0.8460061840198897,0
0.8170229715349319,0.025004447197966018,0.3981851481927451,2
0.4634036416166982,0.10116945349417805,0.25519125289808675,1
0.822707207207458,0.4155360663095885,0.7405625757569186,2
0.124768553787582,0.22549740638164095,0.3655869511161951,0
0.43320969029273315,0.7925972051858914,0.8770818622271797,1
0.010640177190924027,0.7790895140556213,0.993637620108391,0
0.029095572320535834,0.16116792621381248,0.2189271056942902,0
0.41333399487549494,0.31822278149452865,0.9858923990475378,1
0.1873015257763283,0.7786866384171152,0.4830907228343053,0
0.8491019099700985,0.6049545848450089,0.20433451190477614,2
0.6351511686732291,0.9096941601164515,0.6367780256587494,1
0.4695025271957961,0.741143102902552,0.32829927267322456,1
0.9933253008907016,0.3974132495760938,0.07140184375580416,2
0.7692377771852227,0.44215368120986565,0.3903369956800993,2
0.42269453178830607,0.10170593572797537,0.2990160596579984,1
0.7663860808182419,0.32628144928504355,0.5742777780321878,2
0.8437733573383907,0.09943356691335703,0.33965156805530494,2
0.08008972394227099,0.46336901488386617,0.8852722831798088,0
0.34247375837267113,0.580944788595359,0.27563776107191706,0
0.7790725540472623,0.3799569708033764,0.3046780206816716,2
0.6590380671783019,0.730842143496384,0.4033696242434277,1
0.9497623286132018,0.6871482002548731,0.7539498262890094,2
0.35493620911133195,0.015280456350396987,0.21108729487438316,0
0.06608879740126783,0.15684256982559108,0.43296601065603957,0
0.6626321604878082,0.8994882563987779,0.2952233757212308,1
0.10209067135787231,0.6675236762157262,0.5513882527727373,0
0.22925462237675964,0.37106260713071615,0.11800261608042817,0
0.3488299281836077,0.6225511248056428,0.3304348799856839,0
0.43487745340616724,0.4581901389671307,0.15694119031447906,1
0.8170236582116214,0.38665676485341394,0.19591677972920019,2
0.07712630606815307,0.5493796859916862,0.573087273911558,0
0.6467246978068807,0.2609607681304922,0.05208493698629857,1
0.7110447201749915,0.7807812661130087,0.46321008896613114,2
0.004094641544102551,0.0668238892744425,0.3028524599381369,0
0.18740401977816623,0.36487303223186285,0.2633812726834228,0
0.07838363495633638,0.005510165563286984,0.11456886719192128,0
0.5977810323751938,0.06616788360866277,0.04225353510208163,1
0.8759828598566648,0.2835218373791727,0.3324053733527754,2
0.21962362021222415,0.8169320914325637,0.05254635909498784,0
0.5349719020786154,0.23650710907897243,0.7831882316714489,1
0.5628978142855472,0.3883062889795441,0.9175521365490494,1
0.3695300596640404,0.15086767545989976,0.9660139114873575,0
0.6472614635911866,0.0741976886025153,0.5986365978107181,1
0.23625334744202164,0.006937725303697628,0.8329841889722678,0
0.2837968179298549,0.9107001124574242,0.14762880450990035,0
0.9339003261506708,0.286881348170377,0.5415571308687114,2
0.6310689489144192,0.8013384122647024,0.373701910123467,1
0.547931707653583,0.6565004813387778,0.7076244017362068,1
0.0931943320285612,0.34719710590221275,0.9351501801242076,0
0.7187647690868846,0.19006783368390845,0.8276682034602281,2
0.9125898782461108,0.6330720853468417,0.8181600983149862,2
0.42502839666745074,0.9578254118443689,0.7542432761047598,1
0.3475307837932088,0.31729021590280315,0.6059730117735164,0
0.08147237557406106,0.8583665524051513,0.959047664918332,0
0.3980552211145856,0.9336409407392137,0.7894896369601222,0
0.15012158632655692,0.48509224551589447,0.23077192765387455,0
0.2794603090408726,0.8233488671799828,0.6790068607151186,0
0.5365384136364196,0.24053122944237448,0.2404345604493553,1
0.8942887516013768,0.8336155052765221,0.8755517740166416,2
0.06134186372090433,0.4558710534379473,0.8360484606532522,0
0.5800636153827514,0.19593088291768368,0.3736710470973824,1
0.8335784226798778,0.7077320807445653,0.9115848430314594,2
0.6639866333321985,0.48936948320410156,0.3358148733328581,1
0.7303558535328744,0.1488010409406776,0.8421288810952515,2
0.32101229060687986,0.20600527215374176,0.2403386890961604,0
0.7655764331489604,0.5254690105780202,0.2618125267264121,2
0.7252035550775178,0.266135146393659,0.7072197211155618,2
0.05748884723331049,0.6324530224266869,0.8666183053256865,0
0.8635823402089134,0.444441314422642,0.9886360254687265,2
0.3100359108551105,0.14013760269046516,0.22300016080109952,0
0.23025644947168533,0.22206688017782006,0.1796226758237286,0
0.9507101201735147,0.6639673209625191,0.1575898560781882,2
0.5673085525826054,0.004632835218337683,0.2664435348005072,1
0.09385213505965562,0.23049568837972312,0.5133925780993372,0
0.09297040670975176,0.04352792267239014,0.9679743407659034,0
0.7847606548052307,0.9383890586680506,0.24048430045084623,2
0.45524016854122584,0.23168854093335922,0.3278975032835666,1
0.6717312868963237,0.6094172932004855,0.054372554612988844,1
0.7057948307236857,0.2860190705751976,0.8130441112083324,2
0.14897043383831943,0.8086876219254496,0.3602336293161088,0
0.3471233990076926,0.1858964416124932,0.47047091785592376,0
0.6012300918446274,0.2865841463488279,0.8905816262739674,1
0.5666934973423862,0.7463563945602053,0.23960295561862954,1
0.6476955851508103,0.22352604477757487,0.601263612705465,1
0.3139234869238514,0.5172106734976882,0.47637529740515316,0
0.07426211253196979,0.5676984181116532,0.590183619660177,0
0.9456350710654563,0.05265601088951177,0.3995613090785186,2
0.3891836852723438,0.427172716611363,0.1631960464323845,0
0.016688236964321645,0.2136682022335349,0.13774556839757446,0
0.10878831745189665,0.3967684343480318,0.5043991144633457,0
0.19731154780055038,0.9452893690410671,0.27624249448928273,0
0.475751155242799,0.5106662170282705,0.8042426170550285,1
0.5942786400142794,0.5430037885735131,0.43338196610598756,1
0.9177927613907557,0.38158882440412956,0.3132035646556419,2
0.004246465721152726,0.8178726368063035,0.6956848198244857,0
0.6717239822867529,0.2767882774099396,0.037849824054599135,1
0.7984872180070081,0.4758793827666278,0.9926165735613105,2
0.8973488398822949,0.8334071106308925,0.975929508179038,2
0.3601220771620737,0.8180787537411597,0.8472423068187102,0
0.6516179810364134,0.03010767703631423,0.517715268247013,1
0.1998588690671822,0.6567381966250911,0.7672916049061982,0
0.6492960296657094,0.26276384481256676,0.7919580039000064,1
0.5064535050310705,0.7748321973135162,0.4334746462956055,1
0.12237620453284814,0.6212802267656249,0.9905869545712253,0
0.6598933448263927,0.04658297179932269,0.7314948672507161,1
0.09437911944391708,0.5821718708474961,0.853725352481539,0
0.9649885218084807,0.5180946993683819,0.912237218691033,2
0.3313782612692425,0.6789454713073239,0.25979372420876634,0
0.38019163371377795,0.1613446879944882,0.03674655493976364,0
0.11769302800381398,0.9941746582447741,0.6172087492594528,0
0.516063017685143,0.9348085842023924,0.2178383427187931,1
0.2346743626240414,0.8627399154977252,0.15561644508827555,0
0.08392112551863573,0.47268912633765736,0.2501187698337102,0
0.6478106608417488,0.811464244496902,0.6501614440985343,1
0.38018072548133863,0.11591877045370946,0.11755415475405706,0
0.5490841653247351,0.1456174227075704,0.37382754679245733,1
0.6314221935090197,0.49085042089166997,0.31093518530473363,1
0.19855967083389192,0.7978546792986904,0.9725855843490702,0
0.6509374652207933,0.24304827465357548,0.3625462155013933,1
0.6472056788015775,0.2599877928282742,0.011013530641718061,1
0.6242155729551161,0.7524684137643783,0.15196887062782827,1
0.6254022688158558,0.8445715609501588,0.821711427267159,1
0.2561078384843337,0.2801768356607739,0.1361732378110332,0
0.38899916474794594,0.39090167330952275,0.9483820208234507,0
0.20243397953707276,0.6079082404341102,0.045338641862575635,0
0.374548720066772,0.7383912055779581,0.6167403422382862,0
0.014849673421392873,0.10782680475702477,0.6030594666657201,0
0.365775819271838,0.061026539275828906,0.6086607581014433,0
0.3351934058363937,0.5445093184655367,0.8255672661181104,0
0.8589306684222586,0.4604339229299623,0.6912116502661256,2
0.4231046507586095,0.31413602562766463,0.37145314254844664,1
0.4459580380710856,0.26016029763506665,0.9305068985265934,1
0.5466342637834427,0.8677164423673926,0.6701329829804705,1
0.5577801906394245,0.4588557819196677,0.13477192422021878,1
0.14649926558012882,0.8273816770562036,0.47430263188920097,0
0.5338432119925026,0.43346164107045293,0.8454738958067887,1
0.252187596542652,0.5669369472766074,0.4316772413656652,0
0.07980756312083437,0.888496539445438,0.3422700516446314,0
0.2925613365673614,0.18942879223285725,0.8731802015613374,0
0.2542118932163453,0.8050558309683326,0.2959176260153117,0
0.059606979522786485,0.46707789439896763,0.4003095095792436,0
0.1753640288145606,0.2956805260144131,0.30727015075031294,0
0.1769782267928366,0.27015277204909527,0.7301449683846327,0
0.8268227761884129,0.9651161273989156,0.560340568743828,2
0.02658127465647564,0.06572195380250634,0.15523600398445936,0
0.40163309624799926,0.056517769215696845,0.4469691059271662,1
0.4020475908933664,0.7057396755678442,0.2883665179919426,1
0.2449289012985041,0.8844052294417311,0.13276875075134598,0
0.8715637821190525,0.011083405956429093,0.5071612023943692,2
0.9115768274986167,0.1405608860808527,0.1770526036296971,2
0.07649969449522664,0.7730113640202114,0.22300431777149754,0
0.6795456558735486,0.3778066754039696,0.45754490098994716,1
0.35450570214766575,0.17609457955946128,0.9592102540653693,0
0.13452177836741497,0.3237804904480138,0.3861443438902229,0
0.864992639685909,0.8695825691953664,0.0291851563104798,2
0.23244830526460014,0.040716604685660296,0.03534594602384489,0
0.608692624010781,0.6768893097506008,0.779105020555327,1
0.994122179212917,0.3354901814637785,0.585051385759549,2
0.7740787271241808,0.7292147317617204,0.26754870858122926,2
0.36829284640266846,0.8318092745544962,0.8530743369905074,0
0.8906417377340465,0.1782131305386896,0.782514116986611,2
0.6098274850253068,0.1583704004059231,0.24998549769584777,1
0.19475678547402853,0.5057082690476424,0.8630826870257052,0
0.7961030892173572,0.665498190834131,0.2977572110793316,2
0.3704881890005449,0.3634801010862998,0.3002923469123533,0
0.2361163000775358,0.14088304166655052,0.1839425808345866,0
0.5380194385717576,0.20678074504927313,0.06610072379848542,1
0.7533907528299059,0.5971033908985427,0.5573850372799551,2
0.5794832494059643,0.8451421970885756,0.16608796011320204,1
0.9937335526762588,0.0855740268628773,0.8209390387893776,2
0.19431606588837236,0.5627212339121223,0.6848645161867325,0
0.0993217904246324,0.5516300798940064,0.1434425138207931,0
0.7932753221676512,0.5372486454409605,0.08228979389602142,2
0.118904882521225,0.8260832841839487,0.3148113965829309,0
0.5246324054267804,0.0017028424202888415,0.443733414679486,1
0.333347129227496,0.7117343777809537,0.7970358714212539,0
0.38476948642635966,0.015732912262340082,0.6760090163763738,0
0.008536764477365733,0.7647414336280997,0.7292868298928467,0
0.360460322613706,0.44172112560926124,0.6393794477850288,0
0.10902111551831994,0.24543676357773447,0.5682049385076515,0
0.8775627287308869,0.930724294875857,0.765779043518684,2
0.7064255833992464,0.308422094992171,0.6971914162257873,2
0.29429633573047376,0.36094798611785084,0.45508499237213773,0
0.001836791247397218,0.7883641794943215,0.8550226269904626,0
0.6990544116741272,0.7871395141927712,0.8658146302581077,1
0.9299256195585672,0.41763696772901027,0.6257047624063786,2
0.3533458565843035,0.9288297329224314,0.30294526169826097,0
0.5342909050985571,0.7917263871734019,0.25528000496367664,1
0.9727503881478915,0.5376957933802182,0.8587089843137427,2
0.7842844953881148,0.5479913083566725,0.1916794966270089,2
0.1915433718336208,0.2748573355251551,0.2346199627356611,0
0.7440518193514353,0.07420052809033317,0.09236461765891957,2
0.4134753802978167,0.51888713490866,0.7161820243314673,1
0.12640964687112466,0.22239583546550823,0.3394823177925722,0
0.19472974641018903,0.6003470867976103,0.642369246541316,0
0.7330506341635702,0.6602446797132663,0.9227922899032027,2
0.9847684221501062,0.5194253639302253,0.8711783264752521,2
0.8528553004387699,0.5887168381388775,0.5996741168825401,2
0.8510302950454738,0.3767012496011565,0.37649474666506677,2
0.21998826411530215,0.9789023240707123,0.0737450155612639,0
0.49777807702866694,0.7517101892298468,0.6212688144847758,1
0.8127889492743798,0.34171135426622234,0.26336283025978635,2
0.9558316702967304,0.05278032791375664,0.3547586867097319,2
0.15739112377714481,0.10590515117166721,0.7208607850456961,0
0.732867696357116,0.9864068356686396,0.6122173744806895,2
0.28286640212623304,0.800140423088028,0.24562284934733458,0
0.9627711711680733,0.9180438317998407,0.9987120693593788,2
0.6960128915804284,0.006365134166615993,0.1761290745045535,1
0.042166291642175,0.37386232736087677,0.9750651809600236,0
0.072523081367869,0.694086015531557,0.7165096102411372,0
0.654067733517715,0.35427920264099255,0.2107949414169621,1
0.3788503781463687,0.5083652593175267,0.648854591154305,0
0.9576444027580616,0.35299680917565057,0.8858712169874999,2
0.16560288258829303,0.8217921141215662,0.12684619474786796,0
0.5959707098473753,0.5700085082053684,0.6152229200606817,1
0.9537798787200297,0.31186848847836957,0.3233764853549209,2
0.5543672332388531,0.632377134633009,0.01704936068203977,1
0.34853280865645975,0.7464022194520961,0.8563623181961193,0
0.14970415154582373,0.9173641453496818,0.6201965287913116,0
0.6766343250684409,0.32145799308209155,0.4136113704968971,1
0.890329968804157,0.47278309739677005,0.039207959506461054,2
0.9061126640274862,0.3585862284190531,0.9317682312728941,2
0.7425995084315464,0.7903792795527005,0.892244872515321,2
0.5783652164305473,0.6147905753774681,0.6243842214615343,1
0.2044884715412194,0.33585680677024154,0.4433678232299486,0
0.830737620850535,0.0357286451173926,0.7083677338341879,2
0.5495786068319723,0.6383549628786556,0.23826372699638254,1
0.35489285678967164,0.37201978670923275,0.576346378796233,0
0.519976988754763,0.5898023095833781,0.3674800322576749,1
0.8078156693379686,0.5484055888162668,0.6974204902079596,2
0.3029865036922792,0.3268635557155185,0.11100302060015343,0
0.17864629835919277,0.7499883953560884,0.5920497799879614,0
0.8848262544277194,0.10168770983699682,0.7062987601926969,2
0.7823086689327624,0.6899724843196048,0.3029314670161505,2
0.02732882675499826,0.28142603128737675,0.12403971273996106,0
0.5287172681454867,0.7188192699032921,0.6483348902332036,1
0.32903464718930353,0.029143811816028542,0.6728116351472593,0
0.8263693893651146,0.20543650723829565,0.8265470758048937,2
0.8964815056144813,0.6304976126167483,0.8078735890400119,2
0.874375905051097,0.9212556214521179,0.8850702473815416,2
0.5391877341473941,0.08885744923338001,0.9395964102680399,1
0.8192227920713978,0.027938023356835928,0.6980219062230196,2
0.7607633347579852,0.13776399803481176,0.4676360442254427,2
0.6019796269281392,0.13143480209728364,0.41962793572668955,1
0.29663109692279643,0.8270846381864043,0.04923152266962616,0
0.6677537080432905,0.17420717401812613,0.5446893593724906,1
0.6275937431089442,0.12894441935575252,0.8580842788606292,1
0.6449785279580174,0.7355697216487841,0.3209640475042653,1
0.6718273281745933,0.059537182774587305,0.06761403041240921,1
0.42266165386396004,0.5516003912467309,0.32502551030761595,1
0.9358105370975001,0.611449350266275,0.9445654512742163,2
0.9873588999924714,0.2994226134848377,0.8508727184743096,2
0.5450103811268846,0.15702905151864022,0.788751289236199,1
0.37484313221323173,0.8272176892968749,0.7066330479109365,0
0.13081485884052257,0.30599299098839794,0.5524130166425693,0
0.19572661121239887,0.7971279009109047,0.736733365988409,0
0.513153083231893,0.22089231090836958,0.3432809252852971,1
0.7737033165648028,0.4509392561284532,0.4992640632652664,2
0.1835632371428696,0.2158976781819265,0.4464007671263647,0
0.017999097111799922,0.1583814329536113,0.8570450613547255,0
0.1831815739437206,0.9064802257907212,0.9748502095704429,0
0.6395739868309662,0.10762133888821113,0.9948701350041363,1
0.339072478226525,0.24366638752460879,0.19505997314317236,0
0.809560705092259,0.18295905831099368,0.5382998936501144,2
0.7547615822736461,0.07157346132278819,0.3633092429793626,2
0.7672218354814737,0.8365224454072732,0.7340291483414964,2
0.8324105806645707,0.6887466515321167,0.16739747566599683,2
0.6634485661351815,0.3459768109804364,0.4821902447321009,1
0.1363381252438497,0.7441868437244399,0.014899352605396099,0
0.21306295278309906,0.04266252111287083,0.8080246458702063,0
0.5996111084340487,0.6094960648274357,0.9576358056427949,1
0.25556280541889653,0.7245594021108666,0.1344085017964719,0
0.2135249948517567,0.13144457238795182,0.7794085030574394,0
0.7054540572967721,0.563380426893521,0.7575871321593256,2
0.8223421523324946,0.27466915330476904,0.9493330443990321,2
0.4699085709697076,0.3703630982260263,0.12627047099039257,1
0.8409176303332793,0.21457411708416452,0.21041408428616515,2
0.007983377210385445,0.23785112648175144,0.5777503984236433,0
0.8872326807252952,0.3076874637246869,0.3146776339842694,2
0.8329737205959825,0.8877318957798291,0.5310009357507718,2
0.820709708670698,0.7647650480664123,0.6001544951926995,2
0.48540184843758194,0.4185224491185403,0.6898888701012116,1
0.7427444754110554,0.6664625200710386,0.9621116213232394,2
0.11495121580882917,0.8162945664824027,0.8051563544608566,0
0.21184321826435593,0.06543606788047118,0.46545669604789264,0
0.8322477447055108,0.48809537987471574,0.9993401791844968,2
0.5960545551308606,0.4056596592863534,0.07868865799704416,1
0.854448627218463,0.03733823290644944,0.609641062632382,2
0.7378950894579539,0.027709665616401424,0.8964275704032589,2
0.10679854167399816,0.189593529762917,0.8771957807477986,0
0.6047074785002391,0.29395249166159443,0.7222853109753183,1
0.567640569037846,0.16871726923846453,0.7876478323302719,1
0.7386284705578856,0.3776613235877725,0.15289437703967523,2
0.9277053209765969,0.367624480355235,0.2168135148475988,2
0.3429217738501351,0.1549631624589437,0.16865494676619575,0
0.12475319502411153,0.8194023529204483,0.5641064812615936,0
0.5491885512003808,0.4069908013194704,0.46866428210477895,1
0.9086357680129172,0.9737943094936599,0.8161634121039884,2
0.06476483622022977,0.42713872675448883,0.12168052609084967,0
0.7812786723035667,0.4532111776817116,0.3412967046775526,2
0.8896270453688816,0.6237102612821868,0.45055089279601124,2
0.6844908845313863,0.7199066284255302,0.5521990742739782,1
0.9005605117466744,0.9830395211882308,0.23797624697704012,2
0.4358411119357588,0.005018622158770247,0.9121988364515267,1
0.27460795126372795,0.1789008849949575,0.415329097321229,0
0.9282611410606164,0.11342512804634053,0.6242807071522332,2
0.861649746502621,0.6602617048809409,0.10649666384938372,2
0.3568155454581855,0.1856007805203188,0.11487523721213522,0
0.7909844932555833,0.0791106011286733,0.5127740444158337,2
0.6165329511758074,0.6927095419399866,0.13210201876115657,1
0.8964673807744887,0.981363335342857,0.4073060918213137,2
0.04359627482067596,0.16334484232167445,0.5971503971148531,0
0.21318564989472244,0.5775634330701844,0.27836365907013894,0
0.7074089413999561,0.3821273698438624,0.03259635682818285,2
0.98855026704783,0.4489994228738893,0.6987398927887893,2
0.8713067950862206,0.08087442522559052,0.28881929007524465,2
0.28214513724710055,0.32630584519126726,0.8536014524168034,0
0.5146219980911936,0.4810699623994613,0.46341686131615856,1
0.7300698655018101,0.9135020157471092,0.9253254732222876,2
0.44092316197641623,0.6791540446112423,0.21244037848812225,1
0.1900976174474166,0.26678200027788346,0.7020618531800099,0
0.34996034842487467,0.8417538646677586,0.38368536456474256,0
0.3233286702043786,0.5730358381607044,0.6583282165418528,0
0.12572438578144518,0.13109862731443922,0.8112613119519262,0
0.7857579289372472,0.4939032733297998,0.13851096531796458,2
0.971041153605691,0.5473403509545547,0.12874025041977555,2
0.9710189325671006,0.25216839850268946,0.00752545668850213,2
0.49234503790068607,0.12448942211217084,0.6617266216532577,1
0.5497133123587327,0.21158893039425075,0.5140628606451215,1
0.8049653767171026,0.8415338354719732,0.8305345290424637,2
0.5403980284948697,0.6674184398428019,0.3554682260506751,1
0.14285574256795797,0.7063184063096136,0.5060343707961812,0
0.2852916607092133,0.06307703456585256,0.3629460378164888,0
0.352886228885787,0.1361652843728839,0.36990840174136275,0
0.7588470167558922,0.76324080070788,0.6902303140960194,2
0.943143549187758,0.2699695326866095,0.7876626735250232,2
0.7553710168673252,0.5828482563826796,0.2538462140949048,2
0.32433261755988774,0.986207226898296,0.6012373506984047,0
0.3914586095372796,0.8103850953922372,0.6434253989722091,0
0.34001572301832395,0.8046182223182626,0.4927435087345279,0
0.8029695895328505,0.23766313212967172,0.9960599859372815,2
0.16283851265303506,0.16306281438839243,0.4300920583903314,0
0.23068239410709945,0.686550516425036,0.22436710401017035,0
0.02585199363616475,0.08850446360040531,0.6426568336162997,0
0.6588315026693781,0.43640871390886404,0.8597364055095014,1
0.9793458879722412,0.48958235659480476,0.9506654823878044,2
0.90010330063957,0.8405337183763733,0.5468521036357592,2
0.949308485869286,0.8621050696111475,0.9206682309107614,2
0.22809236229910324,0.03240290597548279,0.38388426929555397,0
0.4094084676832229,0.22322118585440143,0.989289737920006,1
0.38565915097348114,0.8813173438390026,0.8967737003581554,0
0.332370729592147,0.35126941378302634,0.31305441471193385,0
0.7234137982593325,0.8723208126282856,0.46419361443577034,2
0.4165945674975987,0.3092650544107073,0.7561199213288353,1
0.2076385846047658,0.5368885088861113,0.9212025195610744,0
0.8510995739748161,0.7946263307163084,0.3261612773862843,2
0.9028919988275869,0.8222302072342474,0.6504459791707535,2
0.23325305423680143,0.8466339156413312,0.9902389933803099,0
0.4983971151456942,0.3207694835295388,0.9640827687037672,1
0.44385781500011345,0.08240773498242915,0.7025957957694636,1
0.5391943386624984,0.11181652190431013,0.7000800608345862,1
0.2012406556353148,0.7543352419553392,0.8198297919368424,0
0.5266308005410845,0.20768395209360435,0.17338824305199607,1
0.22825861050116503,0.5370482292335352,0.3357702273864944,0
0.25056503477965064,0.7866833452276544,0.8172530261386093,0
0.8209716619957127,0.3369512550243553,0.5896161895644683,2
0.9890696471979754,0.17205060601524258,0.617327124382861,2
0.21495957641628294,0.8575442417350652,0.7800765683587799,0
0.7999588510974722,0.6940746029697483,0.3515023867023649,2
0.6856755357401179,0.19871606285251564,0.7344307484791159,1
0.6260776114629153,0.06577353196880376,0.5362415441017327,1
0.3153333522309193,0.6924352999905461,0.09408427095426664,0
0.08032004678851057,0.6332200742200846,0.4868503740011312,0
0.6525645838623231,0.1819577715530739,0.190857182541173,1
0.07120531580218825,0.9103963357528788,0.7152250512382435,0
0.4197018849987424,0.4820143076081076,0.47906848276353375,1
0.17308577338790965,0.7135981636503587,0.37028323706011135,0
0.03332054516886973,0.07432312257756124,0.5033157988008679,0
0.721419559843423,0.6000090686323158,0.18053239265333854,2
0.5811803160427578,0.41007773663327773,0.9150175842637875,1
0.7118386294833664,0.9380074534087071,0.022316439072757932,2
0.6965693059272712,0.693577557200691,0.73478808094637,1
0.7634698092042336,0.9381463167829636,0.49009339243921635,2
0.3010344379838248,0.2350671909409563,0.8505888686373463,0
0.11903944195625582,0.3486469910483385,0.6266490842905663,0
0.8298793950811425,0.423630266856288,0.4912419126379236,2
0.5106166740833632,0.07639903669702008,0.4943252322839996,1
0.036176429617358674,0.05942624387740503,0.24259172221558023,0
0.11755699473537806,0.7741010814426271,0.734176696681011,0
0.12229373721503367,0.4317321712254176,0.8612017165551271,0
